Latitude,Longitude,Altitude,Speed,Time
16.08634,108.21839,3.35627269744873,2.99999999556331,0
16.0863155988324,108.218377799393,3.28612650092691,2.99999999556331,1
16.0862911976635,108.218365598789,3.21598172094673,2.99999999556331,2
16.0862667964933,108.218353398187,3.14583835750818,2.99999999556331,3
16.0862423953218,108.218341197589,3.07569641154259,2.99999999556331,4
16.086217994149,108.218328996993,3.00555588304996,2.99999999556331,5
16.086193592975,108.218316796399,2.93541677016765,2.99999999564302,6
16.0861691917996,108.218304595809,2.86527907662094,2.99999999556331,7
16.086144790623,108.218292395221,2.79514279868454,2.99999999564302,8
16.086120389445,108.218280194636,2.7250079382211,2.99651141462018,9
16.0860952668928,108.218269773994,2.63890159130096,2.99510517340583,10
16.086068823253,108.218263863325,2.5502470061183,2.99525862173095,11
16.0860417876964,108.218262790258,2.46159420255572,2.995426649504,12
16.0860149810004,108.218266587886,2.37294330447912,2.99529151208643,13
16.0859892124452,108.218275143318,2.32131701055914,2.99580531038524,14
16.0859652638986,108.21828820084,2.3208203567192,2.99602500851449,15
16.0859438700772,108.218305362918,2.32032561860979,2.99626028730946,16
16.0859256814619,108.218326108658,2.31983268260956,3.03124928526235,17
16.085911096819,108.218350091333,2.3193356897682,3.14964201039774,18
16.0858981804417,108.21837632451,2.31892994605005,3.14967720616045,19
16.0858852730906,108.218402562806,2.31852667964995,3.14967720616045,20
16.0858723657362,108.2184288011,2.31812496948987,3.14967720616045,21
16.0858594583787,108.21845503939,2.31772481743246,3.14967720616045,22
16.0858465510179,108.218481277676,2.31732622161508,3.14967720616045,23
16.0858336436538,108.218507515959,2.31692918296903,3.14967720616045,24
16.0858207362865,108.218533754239,2.31653369870037,3.14967720616045,25
16.085807828916,108.218559992516,2.31613977439702,3.14967720616045,26
16.0857949215423,108.218586230789,2.31574740633368,3.14967720616045,27
16.0857820141653,108.218612469058,2.31535659451038,3.14967720616045,28
16.0857691067851,108.218638707324,2.31496733892709,3.14967720616045,29
16.0857561994016,108.218664945587,2.31457964237779,3.14967720616045,30
16.0857432920149,108.218691183847,2.31419350206852,3.14967720616045,31
16.085730384625,108.218717422103,2.31380891799927,3.14967720616045,32
16.0857174772318,108.218743660356,2.31342589296401,3.14967720616045,33
16.0857045698354,108.218769898605,2.31304442230612,3.14967720616045,34
16.0856916624358,108.218796136851,2.3126645097509,3.14967720616045,35
16.0856787550329,108.218822375094,2.31228615436703,3.14967720616045,36
16.0856658476268,108.218848613333,2.31190935522318,3.14967720616045,37
16.0856529402174,108.218874851569,2.311534114182,3.14967720616045,38
16.0856400328048,108.218901089801,2.31116043031216,3.14967720616045,39
16.085627125389,108.21892732803,2.31078830175102,3.14967720616045,40
16.08561421797,108.218953566256,2.31041773129255,3.14967720616045,41
16.0856013105477,108.218979804478,2.3100487170741,3.14967720616045,42
16.0855884031222,108.219006042697,2.30968126095831,3.14967720616045,43
16.0855754956934,108.219032280912,2.30931536015123,3.14967720616045,44
16.0855625882614,108.219058519124,2.30895101837814,3.14967720616045,45
16.0855496808262,108.219084757333,2.30858823284507,3.14967720616045,46
16.0855367733877,108.219110995539,2.3082270026207,3.14967720616045,47
16.085523865946,108.21913723374,2.30786733143032,3.14967720616045,48
16.085510958501,108.219163471939,2.30750921741128,3.14967720616045,49
16.0854980510529,108.219189710134,2.30715265963227,3.14967720616045,50
16.0854851436015,108.219215948326,2.30679765809327,3.14967720616045,51
16.0854722361468,108.219242186514,2.30644421372563,3.14967720616045,52
16.0854593286889,108.219268424699,2.30609232839197,3.14967720616045,53
16.0854464212278,108.219294662881,2.30574199650437,3.14967720616045,54
16.0854335137634,108.219320901059,2.30539322365075,3.14967720616045,55
16.0854206062959,108.219347139234,2.30504600796849,3.14967720616045,56
16.085407698825,108.219373377406,2.30470034852624,3.14967720605899,57
16.085394791351,108.219399615574,2.30435624625534,3.14967720616045,58
16.0853818838737,108.219425853739,2.30401370115578,3.14967720616045,59
16.0853689763931,108.2194520919,2.30367271322757,3.14967720616045,60
16.0853560689094,108.219478330058,2.3033332824707,3.14967720616045,61
16.0853431614224,108.219504568212,2.30299540888518,3.14967720605899,62
16.0853302539321,108.219530806364,2.30265909153968,3.14967720616045,63
16.0853173464387,108.219557044511,2.30232433136553,3.14967720616045,64
16.0853044389419,108.219583282656,2.30199112743139,3.14967720616045,65
16.085291531442,108.219609520797,2.30165948253125,3.14967720591053,66
16.0852786239388,108.219635758934,2.30132939293981,3.14967720616045,67
16.0852657164324,108.219661997069,2.30100085958838,3.14967720601199,68
16.0852528089227,108.2196882352,2.30067388527095,3.14967720605899,69
16.0852399014098,108.219714473327,2.30034846812487,3.14967720601199,70
16.0852269938937,108.219740711451,2.30002460815012,3.14967720605899,71
16.0852140863744,108.219766949572,2.29970230348408,3.14967720601199,72
16.0852011788518,108.219793187689,2.29938155598938,3.14967720616045,73
16.0851882713259,108.219819425803,2.29906236566603,3.14967720591053,74
16.0851753637969,108.219845663914,2.29874473251402,3.14967720616045,75
16.0851624562646,108.219871902021,2.29842865746468,3.14967720601199,76
16.085149548729,108.219898140125,2.29811413772404,3.14967720605899,77
16.0851366411902,108.219924378225,2.29780117515475,3.14967720601199,78
16.0851237336482,108.219950616322,2.29748976975679,3.14967720605899,79
16.085110826103,108.219976854416,2.29717992246151,3.14967720601199,80
16.0850979185545,108.220003092506,2.29687163047493,3.14967720605899,81
16.0850850110028,108.220029330593,2.29656489659101,3.14967720601199,82
16.0850721034478,108.220055568676,2.29625971987844,3.14967720616045,83
16.0850591958897,108.220081806756,2.29595609940588,3.14967720591053,84
16.0850462883282,108.220108044833,2.29565403610468,3.14967720616045,85
16.0850333807636,108.220134282906,2.29535353090614,3.14967720601199,86
16.0850204731957,108.220160520976,2.2950545810163,3.14967720605899,87
16.0850075656246,108.220186759043,2.29475718829781,3.14967720601199,88
16.0849946580502,108.220212997106,2.29446135181934,3.14967720605899,89
16.0849817504726,108.220239235166,2.29416707344353,3.14967720601199,90
16.0849688428918,108.220265473222,2.29387435317039,3.14967720605899,91
16.0849559353077,108.220291711275,2.29358318820596,3.14967720601199,92
16.0849430277204,108.220317949325,2.29329358041286,3.14967720616045,93
16.0849301201298,108.220344187371,2.29300553072244,3.14967720591053,94
16.0849172125361,108.220370425414,2.29271903634071,3.14967720616045,95
16.0849043049391,108.220396663453,2.29243409913033,3.14967720601199,96
16.0848913973388,108.220422901489,2.29215072095394,3.14967720605899,97
16.0848784897353,108.220449139522,2.29186889808625,3.14967720601199,98
16.0848655821286,108.220475377551,2.2915886323899,3.14967720605899,99
16.0848526745187,108.220501615577,2.2913099238649,3.14967720601199,100
16.0848397669055,108.2205278536,2.29103277251124,3.14967720616045,101
16.084826859289,108.220554091619,2.29075717739761,3.14967720605899,102
16.0848139516694,108.220580329635,2.29048313945532,3.14967720601199,103
16.0848010440465,108.220606567647,2.29021065868437,3.14967720616045,104
16.0847881364204,108.220632805656,2.28993973508477,3.14967720591053,105
16.084775228791,108.220659043662,2.28967036772519,3.14648827324422,106
16.0847610613053,108.220684542436,2.28940087556839,3.21531828288757,107
16.0847426711544,108.220707809726,2.28887852653861,3.7972697861655,108
16.0847184313671,108.220732931723,2.28821111936122,4.29468674482332,109
16.084690968522,108.220761295096,2.2874593352899,4.79141677701219,110
16.0846603292776,108.220792939011,2.28662402182817,5.28814680901026,111
16.0846265136326,108.220827863465,2.28570629935712,5.78487684119912,112
16.0845895215853,108.220866068454,2.28470741026103,6.28160687322966,113
16.084549353134,108.220907553976,2.28362870682031,6.77833690538605,114
16.0845060082765,108.220952320025,2.2824716642499,7.2750669374166,115
16.084459487011,108.221000366598,2.28123786766082,7.77179696941466,116
16.0844097893351,108.22105169369,2.27992902323604,8.26852700160353,117
16.0843569152463,108.221106301297,2.27854695171118,8.76525703363407,118
